nid,uid,calendar_status,available_days_30,available_days_60,available_days_90,available_days_180,available_days_365,note
73338.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73339.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73343.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73344.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73345.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73346.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73347.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73349.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73350.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73352.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73356.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73359.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73360.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73361.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73364.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73366.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73368.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73373.0,171040.0,blocked,8.0,39.0,57.0,59.0,59.0,
73441.0,171040.0,open,0.0,0.0,0.0,2.0,6.0,
73444.0,171040.0,blocked,0.0,0.0,0.0,0.0,0.0,
73449.0,171040.0,blocked,1.0,1.0,1.0,1.0,1.0,
73477.0,171040.0,open,4.0,8.0,8.0,10.0,21.0,
73483.0,171040.0,blocked,2.0,2.0,2.0,2.0,2.0,
73504.0,171040.0,blocked,0.0,0.0,0.0,0.0,0.0,
73511.0,171040.0,blocked,0.0,0.0,0.0,0.0,0.0,
73610.0,137369.0,blocked,0.0,0.0,0.0,0.0,0.0,
73647.0,29083.0,blocked,11.0,24.0,24.0,93.0,268.0,
73734.0,171461.0,blocked,0.0,0.0,0.0,0.0,0.0,
73753.0,171461.0,blocked,30.0,60.0,90.0,180.0,277.0,
73767.0,171461.0,blocked,24.0,54.0,84.0,119.0,119.0,
73982.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73983.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73984.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73985.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73986.0,170446.0,blocked,30.0,60.0,90.0,180.0,222.0,
73987.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73988.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73989.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73991.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
73992.0,170446.0,blocked,25.0,55.0,85.0,175.0,224.0,
73993.0,170446.0,blocked,30.0,60.0,90.0,180.0,229.0,
